concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:inventory_availability:salable_quantity,"inventory availability:salable quantity","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Availability,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:source_item,"inventory availability:source item","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:stock_and_source_assignment,"inventory availability:stock and source assignment","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_backorders,"inventory availability:use config backorders","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_deferred_stock_update,"inventory availability:use config deferred stock update","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_enable_qty_inc,"inventory availability:use config enable qty inc","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_manage_stock,"inventory availability:use config manage stock","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_max_sale_qty,"inventory availability:use config max sale qty","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_min_qty,"inventory availability:use config min qty","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_min_sale_qty,"inventory availability:use config min sale qty","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_notify_stock_qty,"inventory availability:use config notify stock qty","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:use_config_qty_increments,"inventory availability:use config qty increments","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_topology_msi:inventory_sales_channel,"inventory topology msi:inventory sales channel","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_topology_msi:inventory_source,"inventory topology msi:inventory source","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_topology_msi:inventory_stock,"inventory topology msi:inventory stock","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_topology_msi:inventory_stock_source_link,"inventory topology msi:inventory stock source link","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:localization_store_scope:store_view_overrides,"localization store scope:store view overrides","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Connector,provider_scope_context,store_scope_not_localization,provider_controlled_or_typed,channel,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_store_scope_localization,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:media:additional_image_labels,"media:additional image labels","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:additional_images,"media:additional images","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:base_image,"media:base image","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:base_image_label,"media:base image label","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:hide_from_product_page,"media:hide from product page","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:media_gallery_entries,"media:media gallery entries","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:media_video,"media:media video","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:small_image,"media:small image","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:small_image_label,"media:small image label","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:swatch_image,"media:swatch image","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:swatch_image_label,"media:swatch image label","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:thumbnail_image,"media:thumbnail image","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:media:thumbnail_image_label,"media:thumbnail image label","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:presentation_layout:custom_design,"presentation layout:custom design","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:presentation_layout:custom_design_from,"presentation layout:custom design from","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:presentation_layout:custom_design_to,"presentation layout:custom design to","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:presentation_layout:custom_layout_update,"presentation layout:custom layout update","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:presentation_layout:page_layout,"presentation layout:page layout","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:base_price_storage,"pricing:base price storage","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:cost_storage,"pricing:cost storage","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:map_enabled,"pricing:map enabled","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_map_policy,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:map_price,"pricing:map price","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_map_policy,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:msrp_display_actual_price_type,"pricing:msrp display actual price type","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_msrp_equivalence,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:msrp_price,"pricing:msrp price","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_msrp_equivalence,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:price,pricing:price,"Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:special_price,"pricing:special price","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:special_price_from_date,"pricing:special price from date","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:special_price_storage,"pricing:special price storage","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:special_price_to_date,"pricing:special price to date","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:pricing:tier_prices,"pricing:tier prices","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:bundle_product,"product type family:bundle product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:configurable_product,"product type family:configurable product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:downloadable_product,"product type family:downloadable product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:gift_card_product_type,"product type family:gift card product type","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:grouped_product,"product type family:grouped product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:simple_product,"product type family:simple product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:product_type_family:virtual_product,"product type family:virtual product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductTypeExecution,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:reviews_ratings:rating_summary,"reviews ratings:rating summary","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:reviews_ratings:review_count,"reviews ratings:review count","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:select_multiselect_options:attribute_options,"select multiselect options:attribute options","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,FieldDictionary,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:canonical_url,"seo routing:canonical url","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,read_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:meta_description,"seo routing:meta description","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:meta_title,"seo routing:meta title","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:save_rewrites_history,"seo routing:save rewrites history","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:seo_routing:url_key,"seo routing:url key","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
