shopify_object,shopify_key_or_capability,entry_kind,cluster,api_version_scope,source_surface,read_semantics,write_semantics,platform_owner_candidate,representation_candidate,review_status
MetafieldDefinition,key,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition identity; immutable constraints apply,Connector schema / Field Dictionary comparison,field key,INITIAL_RESEARCH
MetafieldDefinition,metafields,structured_capability,dynamic_metafields,2026-07,admin_graphql_metafields,READ,values written separately,Connector schema / Field Dictionary comparison,bound values,INITIAL_RESEARCH
MetafieldDefinition,metafieldsCount,derived_projection,dynamic_metafields,2026-07,admin_graphql_metafields,READ,read-only,Connector schema / Field Dictionary comparison,count,INITIAL_RESEARCH
MetafieldDefinition,name,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition create/update,Connector schema / Field Dictionary comparison,field name,INITIAL_RESEARCH
MetafieldDefinition,namespace,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition identity/ownership,Connector schema / Field Dictionary comparison,namespace,INITIAL_RESEARCH
MetafieldDefinition,ownerType,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition create; owner-scoped,Connector schema / Field Dictionary comparison,owner resource type,INITIAL_RESEARCH
MetafieldDefinition,pinnedPosition,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition pin mutations,Connector schema / Field Dictionary comparison,admin position,INITIAL_RESEARCH
MetafieldDefinition,standardTemplate,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,enable standard definition,Connector schema / Field Dictionary comparison,standard definition reference,INITIAL_RESEARCH
MetafieldDefinition,type,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition create/update constraints,Connector schema / Field Dictionary comparison,data type,INITIAL_RESEARCH
MetafieldDefinition,useAsCollectionCondition,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition/config capability,Connector schema / Field Dictionary comparison,collection rule eligibility,INITIAL_RESEARCH
MetafieldDefinition,validations,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition create/update,Connector schema / Field Dictionary comparison,validations,INITIAL_RESEARCH
MetafieldDefinition,validationStatus,derived_projection,dynamic_metafields,2026-07,admin_graphql_metafields,READ,read-only,Connector schema / Field Dictionary comparison,validation status,INITIAL_RESEARCH
Metaobject,capabilities,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,metaobject upsert where enabled,Structured custom data / connector schema,capability states,INITIAL_RESEARCH
Metaobject,createdAt,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,timestamp,INITIAL_RESEARCH
Metaobject,createdBy,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,creator identity,INITIAL_RESEARCH
Metaobject,createdByApp,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,creator app,INITIAL_RESEARCH
Metaobject,createdByStaff,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,creator staff,INITIAL_RESEARCH
Metaobject,definition,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,type/definition-owned,Structured custom data / connector schema,definition relation,INITIAL_RESEARCH
Metaobject,displayName,derived_projection,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,derived,Structured custom data / connector schema,display name,INITIAL_RESEARCH
Metaobject,field,structured_capability,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,write via field values,Structured custom data / connector schema,single field lookup,INITIAL_RESEARCH
Metaobject,fields,structured_capability,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,write via upsert fields/values,Structured custom data / connector schema,structured fields,INITIAL_RESEARCH
Metaobject,handle,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,write via upsert,Structured custom data / connector schema,entry handle,INITIAL_RESEARCH
Metaobject,id,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,metaobject GID,INITIAL_RESEARCH
Metaobject,referencedBy,derived_projection,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,read-only reverse references,Structured custom data / connector schema,reverse reference projection,INITIAL_RESEARCH
Metaobject,thumbnailField,derived_projection,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition/rendering controlled,Structured custom data / connector schema,thumbnail projection,INITIAL_RESEARCH
Metaobject,type,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition-owned,Structured custom data / connector schema,metaobject type,INITIAL_RESEARCH
Metaobject,updatedAt,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,timestamp,INITIAL_RESEARCH
Metaobject,values,structured_capability,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,full-replacement JSON alternative in metaobjectUpsert,Structured custom data / connector schema,JSON field-value object,INITIAL_RESEARCH
MetaobjectDefinition,access,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition create/update,Structured custom data / connector schema,access policy,INITIAL_RESEARCH
MetaobjectDefinition,capabilities,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition create/update,Structured custom data / connector schema,capabilities,INITIAL_RESEARCH
MetaobjectDefinition,createdAt,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,timestamp,INITIAL_RESEARCH
MetaobjectDefinition,createdByApp,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,creator app,INITIAL_RESEARCH
MetaobjectDefinition,createdByStaff,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,creator staff,INITIAL_RESEARCH
MetaobjectDefinition,description,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition create/update,Structured custom data / connector schema,description,INITIAL_RESEARCH
MetaobjectDefinition,displayNameKey,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition create/update,Structured custom data / connector schema,display-name field key,INITIAL_RESEARCH
MetaobjectDefinition,fieldDefinitions,structured_capability,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition create/update,Structured custom data / connector schema,field definitions,INITIAL_RESEARCH
MetaobjectDefinition,hasThumbnailField,derived_projection,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,read-only,Structured custom data / connector schema,thumbnail capability,INITIAL_RESEARCH
MetaobjectDefinition,id,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,definition GID,INITIAL_RESEARCH
MetaobjectDefinition,metaobjects,structured_capability,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,instances written separately,Structured custom data / connector schema,instances,INITIAL_RESEARCH
MetaobjectDefinition,metaobjectsCount,derived_projection,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,read-only,Structured custom data / connector schema,count,INITIAL_RESEARCH
MetaobjectDefinition,name,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition create/update,Structured custom data / connector schema,name,INITIAL_RESEARCH
MetaobjectDefinition,standardTemplate,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,enable standard definition,Structured custom data / connector schema,standard template,INITIAL_RESEARCH
MetaobjectDefinition,type,schema_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,definition identity,Structured custom data / connector schema,type,INITIAL_RESEARCH
MetaobjectDefinition,updatedAt,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ,system-owned,Structured custom data / connector schema,timestamp,INITIAL_RESEARCH
Collection,activeOperations,derived_projection,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,activeOperations,INITIAL_RESEARCH
Collection,availablePublicationsCount,derived_projection,publication_visibility,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,availablePublicationsCount,INITIAL_RESEARCH
Collection,description,connector_context,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,description,INITIAL_RESEARCH
Collection,descriptionHtml,semantic_field,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,descriptionHtml,INITIAL_RESEARCH
Collection,events,derived_projection,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,events,INITIAL_RESEARCH
Collection,feedback,derived_projection,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,feedback,INITIAL_RESEARCH
Collection,handle,connector_context,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,handle,INITIAL_RESEARCH
Collection,hasProduct,derived_projection,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,hasProduct,INITIAL_RESEARCH
Collection,id,external_system_metadata,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,id,INITIAL_RESEARCH
Collection,image,connector_context,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,image,INITIAL_RESEARCH
Collection,legacyResourceId,external_system_metadata,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,legacyResourceId,INITIAL_RESEARCH
Collection,metafield,structured_capability,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,metafield,INITIAL_RESEARCH
Collection,metafields,structured_capability,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,metafields,INITIAL_RESEARCH
Collection,products,structured_capability,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,products,INITIAL_RESEARCH
Collection,productsCount,derived_projection,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,productsCount,INITIAL_RESEARCH
Collection,publishedOnPublication,derived_projection,publication_visibility,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,publishedOnPublication,INITIAL_RESEARCH
Collection,resourcePublications,structured_capability,publication_visibility,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,resourcePublications,INITIAL_RESEARCH
Collection,resourcePublicationsCount,derived_projection,publication_visibility,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,resourcePublicationsCount,INITIAL_RESEARCH
Collection,resourcePublicationsV2,structured_capability,publication_visibility,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,resourcePublicationsV2,INITIAL_RESEARCH
Collection,seo,connector_context,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,seo,INITIAL_RESEARCH
Collection,sortOrder,connector_context,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,sortOrder,INITIAL_RESEARCH
Collection,sources,structured_capability,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,sources,INITIAL_RESEARCH
Collection,subCollectionEligibility,derived_projection,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,subCollectionEligibility,INITIAL_RESEARCH
Collection,templateSuffix,connector_context,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,templateSuffix,INITIAL_RESEARCH
Collection,title,semantic_field,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,title,INITIAL_RESEARCH
Collection,translations,structured_capability,markets_localization,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,translations,INITIAL_RESEARCH
Collection,unpublishedPublications,structured_capability,publication_visibility,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,unpublishedPublications,INITIAL_RESEARCH
Collection,updatedAt,external_system_metadata,collections_relations,2026-07,admin_graphql_collections,READ,WRITE via Collection create/update/membership/publication mutations where applicable,Category/relations,updatedAt,INITIAL_RESEARCH
Catalog,id,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,catalog-type-specific mutations,Connector market/B2B context,id,INITIAL_RESEARCH
Catalog,operations,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,catalog-type-specific mutations,Connector market/B2B context,operations,INITIAL_RESEARCH
Catalog,priceList,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,catalog-type-specific mutations,Connector market/B2B context,priceList,INITIAL_RESEARCH
Catalog,publication,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,catalog-type-specific mutations,Connector market/B2B context,publication,INITIAL_RESEARCH
Catalog,status,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,catalog-type-specific mutations,Connector market/B2B context,status,INITIAL_RESEARCH
Catalog,title,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,catalog-type-specific mutations,Connector market/B2B context,title,INITIAL_RESEARCH
MarketCatalog,id,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,id,INITIAL_RESEARCH
MarketCatalog,markets,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,markets,INITIAL_RESEARCH
MarketCatalog,marketsCount,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,marketsCount,INITIAL_RESEARCH
MarketCatalog,operations,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,operations,INITIAL_RESEARCH
MarketCatalog,priceList,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,priceList,INITIAL_RESEARCH
MarketCatalog,publication,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,publication,INITIAL_RESEARCH
MarketCatalog,status,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,status,INITIAL_RESEARCH
MarketCatalog,title,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_catalogs_markets,READ,marketCatalog mutations where permitted,Connector market context,title,INITIAL_RESEARCH
Publication,autoPublish,connector_context,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,autoPublish,INITIAL_RESEARCH
Publication,catalog,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,catalog,INITIAL_RESEARCH
Publication,channels,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,channels,INITIAL_RESEARCH
Publication,collectionPublicationsV3,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,collectionPublicationsV3,INITIAL_RESEARCH
Publication,collections,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,collections,INITIAL_RESEARCH
Publication,hasCollection,derived_projection,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,hasCollection,INITIAL_RESEARCH
Publication,id,external_system_metadata,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,id,INITIAL_RESEARCH
Publication,includedProducts,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,includedProducts,INITIAL_RESEARCH
Publication,includedProductsCount,derived_projection,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,includedProductsCount,INITIAL_RESEARCH
Publication,operation,derived_projection,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,operation,INITIAL_RESEARCH
Publication,productPublicationsV3,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,productPublicationsV3,INITIAL_RESEARCH
Publication,products,structured_capability,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,products,INITIAL_RESEARCH
Publication,supportsFuturePublishing,derived_projection,publication_visibility,2026-07,admin_graphql_publication,READ,publishablePublish/unpublish and publication config where applicable,Connector/channel publication,supportsFuturePublishing,INITIAL_RESEARCH
PriceList,catalog,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,catalog,INITIAL_RESEARCH
PriceList,currency,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,currency,INITIAL_RESEARCH
PriceList,fixedPricesCount,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,fixedPricesCount,INITIAL_RESEARCH
PriceList,id,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,id,INITIAL_RESEARCH
PriceList,name,connector_context,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,name,INITIAL_RESEARCH
PriceList,parent,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,parent,INITIAL_RESEARCH
PriceList,prices,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,price-list mutations/fixed-price mutations,Pricing,prices,INITIAL_RESEARCH
PriceList,quantityRules,structured_capability,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via catalog/B2B quantity-rule mutations where supported,Pricing,quantity rules,INITIAL_RESEARCH
Media,mediaContentType,domain_value,media,2026-07,admin_graphql_media,READ,write through media create/input,Media,IMAGE/VIDEO/MODEL_3D/EXTERNAL_VIDEO type,INITIAL_RESEARCH
Media,alt,semantic_field,media,2026-07,admin_graphql_media,READ,media update,Media,alt text,INITIAL_RESEARCH
Media,preview,derived_projection,media,2026-07,admin_graphql_media,READ,read-only generated preview,Media,preview,INITIAL_RESEARCH
Media,status,derived_projection,media,2026-07,admin_graphql_media,READ,system processing state,Media,processing status,INITIAL_RESEARCH
Media,mediaErrors,derived_projection,media,2026-07,admin_graphql_media,READ,system errors,Media,processing errors,INITIAL_RESEARCH
Media,mediaWarnings,derived_projection,media,2026-07,admin_graphql_media,READ,system warnings,Media,processing warnings,INITIAL_RESEARCH
Media,id,external_system_metadata,media,2026-07,admin_graphql_media,READ,system-owned,External identity,media GID,INITIAL_RESEARCH
ProductBundleComponent,componentProduct,structured_capability,bundle_composition,2026-07,admin_graphql_bundles,READ,bundle create/update,Product composition,component Product,INITIAL_RESEARCH
ProductBundleComponent,componentVariants,structured_capability,bundle_composition,2026-07,admin_graphql_bundles,READ,bundle create/update,Product composition,component variants,INITIAL_RESEARCH
ProductBundleComponent,componentVariantsCount,derived_projection,bundle_composition,2026-07,admin_graphql_bundles,READ,read-only,Product composition,count,INITIAL_RESEARCH
ProductBundleComponent,optionSelections,structured_capability,bundle_composition,2026-07,admin_graphql_bundles,READ,bundle create/update,Product composition,option selection mapping,INITIAL_RESEARCH
ProductBundleComponent,quantity,domain_value,bundle_composition,2026-07,admin_graphql_bundles,READ,bundle create/update,Product composition,component quantity,INITIAL_RESEARCH
ProductBundleComponent,quantityOption,structured_capability,bundle_composition,2026-07,admin_graphql_bundles,READ,bundle create/update,Product composition,quantity option,INITIAL_RESEARCH
CombinedListing,combinedListingChildren,structured_capability,combined_listings,2026-07,admin_graphql_combined_listings,READ,feature-specific write surfaces,Product family/composition,child products,INITIAL_RESEARCH
CombinedListing,parentProduct,structured_capability,combined_listings,2026-07,admin_graphql_combined_listings,READ,feature-specific write surfaces,Product family/composition,parent product,INITIAL_RESEARCH
CombinedListingChild,parentVariant,structured_capability,combined_listings,2026-07,admin_graphql_combined_listings,READ,feature-specific write surfaces,Product family/composition,parent variant,INITIAL_RESEARCH
CombinedListingChild,product,structured_capability,combined_listings,2026-07,admin_graphql_combined_listings,READ,feature-specific write surfaces,Product family/composition,child product,INITIAL_RESEARCH
SellingPlanGroup,sellingPlans,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,sellingPlans,LEAD_COMPLETENESS_PASS
SellingPlanGroup,products,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,products,LEAD_COMPLETENESS_PASS
SellingPlanGroup,productVariants,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,productVariants,LEAD_COMPLETENESS_PASS
SellingPlan,billingPolicy,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,billingPolicy,LEAD_COMPLETENESS_PASS
SellingPlan,deliveryPolicy,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,deliveryPolicy,LEAD_COMPLETENESS_PASS
SellingPlan,pricingPolicies,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,pricingPolicies,LEAD_COMPLETENESS_PASS
SellingPlan,options,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,options,LEAD_COMPLETENESS_PASS
SellingPlan,category,domain_value,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,category,LEAD_COMPLETENESS_PASS
DeliveryProfile,id,external_system_metadata,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,External identity,profile GID,INITIAL_RESEARCH
DeliveryProfile,name,connector_context,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned profile/association where supported; merchant-owned delivery-profile APIs are deprecated under market-driven shipping,Fulfillment/shipping,profile name,INITIAL_RESEARCH
DeliveryProfile,profileItems,structured_capability,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned profile/association where supported; merchant-owned delivery-profile APIs are deprecated under market-driven shipping,Fulfillment/shipping,assigned products/variants,INITIAL_RESEARCH
DeliveryProfile,profileLocationGroups,structured_capability,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned profile/association where supported; merchant-owned delivery-profile APIs are deprecated under market-driven shipping,Fulfillment/shipping,locations/zones/rates,INITIAL_RESEARCH
DeliveryProfile,productVariantsCount,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,count,INITIAL_RESEARCH
DeliveryProfile,coversAllItems,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned DeliveryProfile in 2026-07; merchant-owned shipping is moving to Markets,Fulfillment/shipping,coverage projection,INITIAL_RESEARCH
Translation,locale,connector_context,markets_localization,2026-07,admin_graphql_translations,READ,translationsRegister,Localization,locale,INITIAL_RESEARCH
Translation,key,schema_metadata,markets_localization,2026-07,admin_graphql_translations,READ,translationsRegister,Localization,translatable field key,INITIAL_RESEARCH
Translation,value,semantic_field,markets_localization,2026-07,admin_graphql_translations,READ,translationsRegister,Localization,localized value,INITIAL_RESEARCH
Translation,marketId,connector_context,markets_localization,2026-07,admin_graphql_translations,READ,translationsRegister where market-specific,Localization/market,market context,INITIAL_RESEARCH
TranslatableContent,digest,external_system_metadata,markets_localization,2026-07,admin_graphql_translations,READ,required compare token for translationsRegister,Localization,source-content digest,INITIAL_RESEARCH
TranslatableContent,key,schema_metadata,markets_localization,2026-07,admin_graphql_translations,READ,read-only source key,Localization,key,INITIAL_RESEARCH
TranslatableContent,value,semantic_field,markets_localization,2026-07,admin_graphql_translations,READ,source content written through owning resource,Localization,source value,INITIAL_RESEARCH
ShopLocale,locale,connector_context,markets_localization,2026-07,admin_graphql_translations,READ,shopLocaleUpdate,Localization,locale code,INITIAL_RESEARCH
ShopLocale,primary,connector_context,markets_localization,2026-07,admin_graphql_translations,READ,locale configuration,Localization,primary flag,INITIAL_RESEARCH
ShopLocale,published,connector_context,markets_localization,2026-07,admin_graphql_translations,READ,shopLocaleUpdate,Localization,published flag,INITIAL_RESEARCH
ProductCSV,Title,semantic_field,product_content,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,Product title,INITIAL_RESEARCH
ProductCSV,URL handle,connector_context,seo_routing,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,handle/slug,INITIAL_RESEARCH
ProductCSV,Description,semantic_field,product_content,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,HTML product description,INITIAL_RESEARCH
ProductCSV,Vendor,semantic_field,product_content,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,vendor,INITIAL_RESEARCH
ProductCSV,Product category,connector_context,taxonomy_standard_category,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,Shopify taxonomy category,INITIAL_RESEARCH
ProductCSV,Type,semantic_field,merchant_classification,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,merchant product type,INITIAL_RESEARCH
ProductCSV,Tags,semantic_field,merchant_classification,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,tags,INITIAL_RESEARCH
ProductCSV,Published on online store,connector_context,publication_visibility,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,online-store publication flag,INITIAL_RESEARCH
ProductCSV,Status,semantic_field,product_identity_lifecycle,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,Product status,INITIAL_RESEARCH
ProductCSV,SKU,semantic_field,variant_identity,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,variant SKU,INITIAL_RESEARCH
ProductCSV,Barcode,semantic_field,variant_identity,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,variant barcode,INITIAL_RESEARCH
